time,open,high,low,close,volume
1772202603,-1,1,2.02,2,15
1772208906,-1,1,1.23,2,15
1772422280,-1,1,2.18,2,15
1772447458,-1,1,2.62,2,15
1772462708,-1,1,2.05,2,15
1772469004,1,1,2.39,2,15
1772476203,1,1,2.83,2,15
1772507749,1,1,2.03,2,15
1772549107,1,1,1.65,2,15
