time,open,high,low,close,volume
1772202603,1.36722,1.36802,1.36722,1.36802,1.3656068736240168
1772208906,1.36411,1.36608,1.36411,1.36608,1.3616873445842896
1772422280,1.3645479999999999,1.3653899999999999,1.3645479999999999,1.3653899999999999,1.3627100253888231
1772447458,1.365088,1.36584,1.365088,1.36584,1.363116561132966
1772462708,1.367688,1.3688,1.367688,1.3688,1.3654030925787366
1772469004,1.3705479999999999,1.36958,1.3705479999999999,1.36958,1.3728591569675732
1772476203,1.370512,1.36967,1.370512,1.36967,1.372892644582465
1772507749,1.3663800000000001,1.3657000000000001,1.3663800000000001,1.3657000000000001,1.367763641423388
1772549107,1.370662,1.3691600000000002,1.370662,1.3691600000000002,1.3731360738271188
1772561763,1.367202,1.36838,1.367202,1.36838,1.3639729514796597
