time,open,high,low,close,volume
1772203502,1,1,2.32,2,15
1772445648,1,1,2.76,2,15
1772462711,1,1,2.1,2,15
1772467265,-1,1,2.26,2,15
1772469905,-1,1,2.86,2,15
1772474447,1,1,3.74,2,15
1772475306,-1,1,2.81,2,15
1772477102,-1,1,2.84,2,15
1772548247,-1,1,2.38,2,15
1772561762,1,1,3.35,2,15
1772593246,1,1,3.05,2,15
